#Org.,Pro.,Eco.,Descripción,Créditos Iniciales,Créditos Extraordinarios,Créditos Totales consignados,Obligaciones Reconocidas,Disponible de Remanentes por aplicación
0502D,92400,12106,COMPLEMENTO PERSONAL TRANSITORIO PERSONAL FUNCIONARIO,530.76,,106.68,44.68,
0502D,92400,12300,RESIDENCIA PERSONAL FUNCIONARIO,4518.77,,4518.77,4382.12,
0502D,92400,13500,RETRIBUCIONES LABORAL INDEFINIDO EN PUESTO DE FUNCIONARIO,100033.02,,100033.02,100023.47,
0502D,92400,20500,ARRENDAMIENTO DE MOBILIARIO Y ENSERES,,,,,
0502D,92400,20800,ARRENDAMIENTO DE OTRO INMOVILIZADO MATERIAL,,,,4194.57,
0502D,92400,21000,REPAR/MANTEN. INFR ESTRUCTURA Y BIENES NATURALES,,,,6434.74,
0502D,92400,21200,REPAR/MANTEN. EDIFICIOS Y OTRAS CONSTRUCCIONES,200.0,,200.0,,
0502D,92400,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,400.0,,400.0,,
0502D,92400,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,2000.0,,2000.0,,
0502D,92400,22100,ENERGÍA ELÉCTRICA,,,,1131.2,
0502D,92400,22104,VESTUARIO,500.0,,500.0,,
0502D,92400,22199,OTROS SUMINISTROS,10000.0,,10000.0,,
0502D,92400,22300,GASTOS DE TRANSPORTES,12000.0,,12000.0,2500.0,
0502D,92400,22601,ATENCIONES PROTOCOLARIAS Y REPRESENTATIVAS,,,,133.75,
0502D,92400,22602,PUBLICIDAD Y PROPAGANDA,2000.0,,2000.0,3501.58,
0502D,92400,22603,PUBLICACIÓN EN DIARIOS OFICIALES,,,,,
0502D,92400,22606,"REUNIONES, CONFERENCIAS Y CURSOS",,,,428.0,
0502D,92400,22609,ACTIVIDADES CULTURALES Y DEPORTIVAS,81700.0,,101700.0,134438.86,
0502D,92400,22699,OTROS GASTOS DIVERSOS,52000.0,,52000.0,5034.3,
0502D,92400,22700,LIMPIEZA Y ASEO,,,,,
0502D,92400,22701,SEGURIDAD,12000.0,,12000.0,11544.09,
0502D,92400,22706,ESTUDIOS Y TRABAJOS TÉCNICOS,6000.0,,6000.0,,
0502D,92400,62300,"MAQUINARIA, INSTALACIONES TÉCNICAS Y UTILLAJE",,,,,
0502D,92400,62500,MOBILIARIO,8000.0,,8000.0,7994.35,
0502E,23100,20200,ARRENDAMIENTO DE EDIFICIOS Y OTRAS CONSTRUCCIONES,360.0,,360.0,360.0,
0502E,23100,20500,ARRENDAMIENTO DE MOBILIARIO Y ENSERES,4146.0,,4146.0,4693.07,
0502E,23100,21200,REPAR/MANTEN. EDIFICIOS Y OTRAS CONSTRUCCIONES,,,,11.55,
0502E,23100,21500,REPAR/MANTEN. MOBILIARIO Y ENSERES,1000.0,,1000.0,,
0502E,23100,21600,REPAR/MANTEN. EQUIPOS PARA PROCESOS DE INFORMACIÓN,,,,161.27,
0502E,23100,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,1000.0,,1000.0,1000.0,
0502E,23100,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,1000.0,,1000.0,,
0502E,23100,22403,PRIMAS DE SEGUROS. OTROS RIESGOS,2000.0,,2000.0,1219.0,
0502E,23100,22609,ACTIVIDADES CULTURALES Y DEPORTIVAS,12000.0,,12000.0,10657.54,
0502E,23100,22699,OTROS GASTOS DIVERSOS,,,,1320.0,
0502E,23100,22701,SEGURIDAD,812.0,,812.0,812.01,
0502E,23100,23120,LOCOMOCIONES DEL PERSONAL NO DIRECTIVO,595.0,,595.0,693.47,
0502E,23100,48000,ATENCIONES BENÉFICAS Y ASISTENCIALES,22000.0,,22000.0,22000.0,
0502E,32600,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,200.0,,200.0,,
0502E,32600,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,200.0,,200.0,1500.0,
0502E,32600,22300,GASTOS DE TRANSPORTES,500.0,,500.0,,
0502E,32600,22609,ACTIVIDADES CULTURALES Y DEPORTIVAS,18587.0,,18587.0,,
0502E,32600,22699,OTROS GASTOS DIVERSOS,2000.0,,2000.0,19815.92,
0502E,32600,22799,OTROS TRABAJOS REALIZADOS POR OTRAS EMPRESAS Y PROFESIONALES,63.0,,63.0,117.03,
0502E,92400,12001,SUELDOS PERSONAL FUNCIONARIO GRUPO A2,11622.84,,11622.84,11622.84,
0502E,92400,12003,SUELDOS PERSONAL FUNCIONARIO GRUPO C1,17526.24,,17526.24,18187.96,
0502E,92400,12004,SUELDOS PERSONAL FUNCIONARIO GRUPO C2,5447.25,,447.25,,
0502E,92400,12005,SUELDOS PERSONAL FUNCIONARIO GRUPO E,6647.52,,6647.52,6647.52,
0502E,92400,12006,TRIENIOS DEL PERSONAL FUNCIONARIO,11411.52,,11411.52,11487.38,
0502E,92400,12009,OTRAS RETRIBUCIONES BÁSICAS PERSONAL FUNCIONARIO,23423.67,,22204.05,22204.04,
0502E,92400,12100,COMPLEMENTO DE DESTINO PERSONAL FUNCIONARIO,24975.45,,22975.45,22394.91,
0502E,92400,12101,COMPLEMENTO ESPECÍFICO PERSONAL FUNCIONARIO,46852.43,,43413.92,43413.92,
0502E,92400,12106,COMPLEMENTO PERSONAL TRANSITORIO PERSONAL FUNCIONARIO,4458.96,,4458.96,4054.42,
0502E,92400,12300,RESIDENCIA PERSONAL FUNCIONARIO,6399.19,,5639.36,5639.36,
0502E,92400,13000,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,16515.61,,16515.61,16457.5,
0502E,92400,13002,OTRAS REMUNERACIONES PERSONAL LABORAL FIJO,13460.52,,13460.52,13460.52,
0502E,92400,13500,RETRIBUCIONES LABORAL INDEFINIDO EN PUESTO DE FUNCIONARIO,88130.84,,88130.84,88119.9,
0502E,92400,20300,"ARRENDAMIENTO MAQUINARIA, INSTALACIONES Y UTILLAJE",20000.0,,20000.0,25701.45,
0502E,92400,20500,ARRENDAMIENTO DE MOBILIARIO Y ENSERES,2574.86,,2574.86,9636.05,
0502E,92400,21000,REPAR/MANTEN. INFR ESTRUCTURA Y BIENES NATURALES,15000.0,,15000.0,9999.99,
0502E,92400,21200,REPAR/MANTEN. EDIFICIOS Y OTRAS CONSTRUCCIONES,8000.0,,8000.0,3945.86,
0502E,92400,21300,"REPAR/MANTEN. MAQUINARIA, INSTALACIONES TÉCNICAS Y UTILLAJE",200.0,,200.0,,
0502E,92400,21500,REPAR/MANTEN. MOBILIARIO Y ENSERES,300.0,,300.0,,
0502E,92400,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,500.0,,500.0,128.4,
0502E,92400,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,500.0,,500.0,,
0502E,92400,22104,VESTUARIO,1500.0,,1500.0,1722.37,
0502E,92400,22109,ÚTILES Y HERRAMIENTAS,1000.0,,1000.0,747.85,
0502E,92400,22110,PRODUCTOS DE LIMPIEZA Y ASEO,,,,673.43,
0502E,92400,22199,OTROS SUMINISTROS,,,,491.34,
0502E,92400,22300,GASTOS DE TRANSPORTES,5000.0,,5000.0,2790.05,
0502E,92400,22403,PRIMAS DE SEGUROS. OTROS RIESGOS,1000.0,,1000.0,,
0502E,92400,22602,PUBLICIDAD Y PROPAGANDA,6000.0,,6000.0,17920.09,
0502E,92400,22603,PUBLICACIÓN EN DIARIOS OFICIALES,,,,2756.11,
0502E,92400,22606,"REUNIONES, CONFERENCIAS Y CURSOS",,,,194.8,
0502E,92400,22609,ACTIVIDADES CULTURALES Y DEPORTIVAS,89312.0,,143312.0,114509.29,
0502E,92400,22698,OTROS GASTOS DIVERSOS. SOCIEDAD GNRAL. DE AUTORES,1000.0,,1000.0,,
0502E,92400,22699,OTROS GASTOS DIVERSOS,79200.0,,79200.0,12537.69,
0502E,92400,22701,SEGURIDAD,7000.14,,7000.14,12529.54,
0502E,92400,22706,ESTUDIOS Y TRABAJOS TÉCNICOS,,,,3477.0,
0502E,92400,22799,OTROS TRABAJOS REALIZADOS POR OTRAS EMPRESAS Y PROFESIONALES,,,,56984.46,
0502E,92400,23120,LOCOMOCIONES DEL PERSONAL NO DIRECTIVO,150.0,,150.0,40.08,
0502E,92400,62300,"MAQUINARIA, INSTALACIONES TÉCNICAS Y UTILLAJE",,,,627.32,
0502E,92400,62500,MOBILIARIO,5500.0,,5500.0,3792.14,
0502E,92400,62600,EQUIPOS PARA PROCESOS DE INFORMACIÓN,,,,937.5,
0502F,23100,20200,ARRENDAMIENTO DE EDIFICIOS Y OTRAS CONSTRUCCIONES,4331.12,,4331.12,,
0502F,23100,21200,REPAR/MANTEN. EDIFICIOS Y OTRAS CONSTRUCCIONES,405.0,,405.0,133.75,
0502F,23100,21500,REPAR/MANTEN. MOBILIARIO Y ENSERES,405.0,,405.0,59.5,
0502F,23100,21600,REPAR/MANTEN. EQUIPOS PARA PROCESOS DE INFORMACIÓN,,,,341.39,
0502F,23100,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,450.0,,450.0,,
0502F,23100,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,1215.0,,1215.0,,
0502F,23100,22110,PRODUCTOS DE LIMPIEZA Y ASEO,810.0,,810.0,,
0502F,23100,22300,GASTOS DE TRANSPORTES,3240.0,,3240.0,,
0502F,23100,22403,PRIMAS DE SEGUROS. OTROS RIESGOS,1215.0,,1215.0,227.9,
0502F,23100,22606,"REUNIONES, CONFERENCIAS Y CURSOS",900.0,,900.0,,
0502F,23100,22699,OTROS GASTOS DIVERSOS,6570.0,,6570.0,14454.27,
0502F,23100,23020,DIETAS DEL PERSONAL NO DIRECTIVO,810.0,,810.0,,
0502F,23100,23120,LOCOMOCIONES DEL PERSONAL NO DIRECTIVO,2025.0,,2025.0,1092.69,
0502F,23100,48000,ATENCIONES BENÉFICAS Y ASISTENCIALES,17500.0,,17500.0,,
0502F,32600,20200,ARRENDAMIENTO DE EDIFICIOS Y OTRAS CONSTRUCCIONES,900.0,,900.0,,
0502F,32600,21200,REPAR/MANTEN. EDIFICIOS Y OTRAS CONSTRUCCIONES,630.0,,630.0,,
0502F,32600,21500,REPAR/MANTEN. MOBILIARIO Y ENSERES,202.5,,202.5,,
0502F,32600,21600,REPAR/MANTEN. EQUIPOS PARA PROCESOS DE INFORMACIÓN,562.5,,562.5,,
0502F,32600,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,360.0,,360.0,1499.65,
0502F,32600,22001,"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES",540.0,,540.0,,
0502F,32600,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,202.5,,202.5,1500.0,
0502F,32600,22109,ÚTILES Y HERRAMIENTAS,810.0,,810.0,,
0502F,32600,22110,PRODUCTOS DE LIMPIEZA Y ASEO,360.0,,360.0,201.59,
0502F,32600,22300,GASTOS DE TRANSPORTES,2250.0,,2250.0,2000.0,
0502F,32600,22606,"REUNIONES, CONFERENCIAS Y CURSOS",864.41,,864.41,,
0502F,32600,22609,ACTIVIDADES CULTURALES Y DEPORTIVAS,3121.9,,3121.9,,
0502F,32600,22699,OTROS GASTOS DIVERSOS,12100.0,,12100.0,16725.63,
0502F,32600,22799,OTROS TRABAJOS REALIZADOS POR OTRAS EMPRESAS Y PROFESIONALES,810.0,,810.0,,
0502F,32600,23020,DIETAS DEL PERSONAL NO DIRECTIVO,360.0,,360.0,,
0502F,32600,23120,LOCOMOCIONES DEL PERSONAL NO DIRECTIVO,270.0,,270.0,,
0502F,33300,21200,REPAR/MANTEN. EDIFICIOS Y OTRAS CONSTRUCCIONES,,,,1060.56,
0502F,33300,21500,REPAR/MANTEN. MOBILIARIO Y ENSERES,720.0,,720.0,,
0502F,33300,22110,PRODUCTOS DE LIMPIEZA Y ASEO,360.0,,360.0,,
0502F,33300,22400,PRIMAS DE SEGUROS,900.0,,900.0,286.61,
0502F,33300,22602,PUBLICIDAD Y PROPAGANDA,,,,1494.47,
0502F,33300,22606,"REUNIONES, CONFERENCIAS Y CURSOS",450.0,,450.0,,
0502F,33300,22609,ACTIVIDADES CULTURALES Y DEPORTIVAS,1800.0,,1800.0,3424.0,
0502F,33300,22699,OTROS GASTOS DIVERSOS,1800.0,,1800.0,,
0502F,33300,22700,LIMPIEZA Y ASEO,450.0,,450.0,,
0502F,33300,22799,OTROS TRABAJOS REALIZADOS POR OTRAS EMPRESAS Y PROFESIONALES,900.0,,900.0,,
0502F,33300,48100,"PREMIOS, BECAS, PENSIONES PARA ESTUDIO E INVESTIGACIÓN",4250.0,,,,
0502F,33300,62500,MOBILIARIO,3000.0,,3000.0,,
0502F,33300,62600,EQUIPOS PARA PROCESOS DE INFORMACIÓN,4000.0,,4000.0,186.18,
0502F,92400,12001,SUELDOS PERSONAL FUNCIONARIO GRUPO A2,11719.7,,11719.7,11622.84,
0502F,92400,12003,SUELDOS PERSONAL FUNCIONARIO GRUPO C1,8726.76,,8726.76,8726.76,
0502F,92400,12004,SUELDOS PERSONAL FUNCIONARIO GRUPO C2,60.53,,60.53,,
0502F,92400,12006,TRIENIOS DEL PERSONAL FUNCIONARIO,4581.84,,4581.84,4529.16,
0502F,92400,12009,OTRAS RETRIBUCIONES BÁSICAS PERSONAL FUNCIONARIO,12695.85,,12695.85,12627.3,
0502F,92400,12100,COMPLEMENTO DE DESTINO PERSONAL FUNCIONARIO,14716.78,,14716.78,14641.56,
0502F,92400,12101,COMPLEMENTO ESPECÍFICO PERSONAL FUNCIONARIO,30450.42,,30450.42,30295.68,
0502F,92400,12300,RESIDENCIA PERSONAL FUNCIONARIO,3124.1,,3124.1,3100.32,
0502F,92400,13000,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,32024.55,,32024.55,32023.52,
0502F,92400,13002,OTRAS REMUNERACIONES PERSONAL LABORAL FIJO,27946.92,,27946.92,27946.92,
0502F,92400,13006,COMPLEMENTO PERSONAL TRANSITORIO PERSONAL LABORAL,3172.68,,3172.68,3026.64,
0502F,92400,13100,RETRIBUCIONES PERSONAL LABORAL TEMPORAL,20862.51,,16362.51,11300.52,
0502F,92400,13500,RETRIBUCIONES LABORAL INDEFINIDO EN PUESTO DE FUNCIONARIO,66086.23,,66086.23,67478.75,
0502F,92400,20300,"ARRENDAMIENTO MAQUINARIA, INSTALACIONES Y UTILLAJE",540.0,,540.0,11618.89,
0502F,92400,21000,REPAR/MANTEN. INFR ESTRUCTURA Y BIENES NATURALES,810.0,,810.0,,
0502F,92400,21200,REPAR/MANTEN. EDIFICIOS Y OTRAS CONSTRUCCIONES,1620.0,,1620.0,328.49,
0502F,92400,21500,REPAR/MANTEN. MOBILIARIO Y ENSERES,225.0,,225.0,,
0502F,92400,21600,REPAR/MANTEN. EQUIPOS PARA PROCESOS DE INFORMACIÓN,360.0,,360.0,,
0502F,92400,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,315.0,,315.0,,
0502F,92400,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,1620.0,,1620.0,,
0502F,92400,22104,VESTUARIO,3600.0,,3600.0,,
0502F,92400,22199,OTROS SUMINISTROS,7650.0,,7650.0,1732.8,
0502F,92400,22201,COMUNICACIONES POSTALES,45.0,,45.0,,
0502F,92400,22300,GASTOS DE TRANSPORTES,13000.0,,13000.0,9260.74,
0502F,92400,22400,PRIMAS DE SEGUROS,180.0,,180.0,,
0502F,92400,22602,PUBLICIDAD Y PROPAGANDA,3060.0,,3060.0,3498.9,
0502F,92400,22603,PUBLICACIÓN EN DIARIOS OFICIALES,,,,1291.39,
0502F,92400,22606,"REUNIONES, CONFERENCIAS Y CURSOS",450.0,,450.0,,
0502F,92400,22609,ACTIVIDADES CULTURALES Y DEPORTIVAS,62718.47,,86218.47,107537.46,
0502F,92400,22698,OTROS GASTOS DIVERSOS. SOCIEDAD GNRAL. DE AUTORES,450.0,,450.0,,
0502F,92400,22699,OTROS GASTOS DIVERSOS,64630.67,,64630.67,19959.48,
0502F,92400,22700,LIMPIEZA Y ASEO,432.77,,432.77,6471.51,
0502F,92400,22701,SEGURIDAD,1080.0,,1080.0,2990.65,
0502F,92400,22706,ESTUDIOS Y TRABAJOS TÉCNICOS,,,,3477.0,
0502F,92400,22799,OTROS TRABAJOS REALIZADOS POR OTRAS EMPRESAS Y PROFESIONALES,1035.0,,1035.0,,
0502F,92400,23020,DIETAS DEL PERSONAL NO DIRECTIVO,450.0,,450.0,,
0502F,92400,23120,LOCOMOCIONES DEL PERSONAL NO DIRECTIVO,630.0,,630.0,,
0502F,92400,48100,"PREMIOS, BECAS, PENSIONES PARA ESTUDIO E INVESTIGACIÓN",4250.0,,,,
0502F,92400,62100,TERRENOS Y BIENES NATURALES,2500.0,,,,
0502F,92400,62200,EDIFICIOS Y OTRAS CONSTRUCCIONES,6000.0,,4235.6,,
0502F,92400,62300,"MAQUINARIA, INSTALACIONES TÉCNICAS Y UTILLAJE",3000.0,,,,
0502F,92400,62500,MOBILIARIO,8000.0,,5264.4,5264.4,
0502F,92400,62600,EQUIPOS PARA PROCESOS DE INFORMACIÓN,5000.0,,,,
0601A,13300,72300,"TRANSF CAP. A SOC MERC ESTAT, ENTID PÚBL EMPR Y OTROS OO.PP.",,,,,
0601A,13600,62600,EQUIPOS PARA PROCESOS DE INFORMACIÓN,6000.0,,6000.0,5894.63,
0601A,16000,72300,"TRANSF CAP. A SOC MERC ESTAT, ENTID PÚBL EMPR Y OTROS OO.PP.",,,,,
0601A,16210,72300,"TRANSF CAP. A SOC MERC ESTAT, ENTID PÚBL EMPR Y OTROS OO.PP.",,,,,
0601A,17100,72300,"TRANSF CAP. A SOC MERC ESTAT, ENTID PÚBL EMPR Y OTROS OO.PP.",,,,,
0601A,44110,72300,"TRANSF CAP. A SOC MERC ESTAT, ENTID PÚBL EMPR Y OTROS OO.PP.",,,,,
0601A,49100,10100,RETRIBUCIONES BÁSICAS PERSONAL DIRECTIVO,58043.14,,51043.14,50801.79,
0601A,49100,12000,SUELDOS PERSONAL FUNCIONARIO GRUPO A1,13665.83,,13665.83,13441.8,
0601A,49100,12001,SUELDOS PERSONAL FUNCIONARIO GRUPO A2,31962.81,,23462.81,23245.68,
0601A,49100,12003,SUELDOS PERSONAL FUNCIONARIO GRUPO C1,17526.24,,16526.24,15271.8,
0601A,49100,12004,SUELDOS PERSONAL FUNCIONARIO GRUPO C2,36315.0,,36315.0,36315.0,
0601A,49100,12006,TRIENIOS DEL PERSONAL FUNCIONARIO,23266.2,,23266.2,25772.78,
0601A,49100,12009,OTRAS RETRIBUCIONES BÁSICAS PERSONAL FUNCIONARIO,53444.38,,49944.38,49662.94,
0601A,49100,12100,COMPLEMENTO DE DESTINO PERSONAL FUNCIONARIO,52848.27,,48348.27,47612.76,
0601A,49100,12101,COMPLEMENTO ESPECÍFICO PERSONAL FUNCIONARIO,102435.23,,92435.23,90269.26,
0601A,49100,12106,COMPLEMENTO PERSONAL TRANSITORIO PERSONAL FUNCIONARIO,54938.64,,52938.64,52090.68,
0601A,49100,12300,RESIDENCIA PERSONAL FUNCIONARIO,15374.29,,14374.29,13703.28,
0601A,49100,13000,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,16754.41,,16754.41,16595.74,
0601A,49100,13002,OTRAS REMUNERACIONES PERSONAL LABORAL FIJO,14113.01,,14113.01,13949.16,
0601A,49100,13006,COMPLEMENTO PERSONAL TRANSITORIO PERSONAL LABORAL,8448.12,,8448.12,8276.28,
0601A,49100,13500,RETRIBUCIONES LABORAL INDEFINIDO EN PUESTO DE FUNCIONARIO,322928.01,,317928.01,314624.22,
0601A,49100,21300,"REPAR/MANTEN. MAQUINARIA, INSTALACIONES TÉCNICAS Y UTILLAJE",,,,8603.27,
0601A,49100,22001,"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES",3000.0,,3000.0,,
0601A,49100,22200,SERVICIOS DE TELECOMUNICACIONES,909151.78,,909151.78,815337.14,
0601A,49100,22603,PUBLICACIÓN EN DIARIOS OFICIALES,,,,629.22,
0601A,49100,22606,"REUNIONES, CONFERENCIAS Y CURSOS",6000.0,,6000.0,,
0601A,49100,22699,OTROS GASTOS DIVERSOS,6200.0,,6200.0,20100.47,
0601A,49100,22791,SERVICIOSTECNOLÓGICOS EXTERNOS,16000.33,,16000.33,223647.55,
0601A,49100,22799,OTROS TRABAJOS REALIZADOS POR OTRAS EMPRESAS Y PROFESIONALES,1384457.43,,1675557.43,1045132.22,
0601A,49100,23100,LOCOMOCIONES DE LOS MIEMBROS DE LOS ÓRGANOS DE GOBIERNO,,,,,
0601A,49100,42390,"OTRAS SUBV A SOC MERC EST, ENTID PÚBLIC EMPR Y OTROS OO. PP.",,,,,
0601A,49100,62600,EQUIPOS PARA PROCESOS DE INFORMACIÓN,62660.0,,322660.0,318964.36,
0601A,49100,64100,GASTOS EN APLICACIONES INFORMÁTICAS,886000.0,,309697.49,176030.49,
0601A,49100,72300,"TRANSF CAP. A SOC MERC ESTAT, ENTID PÚBL EMPR Y OTROS OO.PP.",,,,,
0601A,92000,20400,ARRENDAMIENTO DE MATERIAL DE TRANSPORTE,,,,2868.84,
0601A,92000,21200,REPAR/MANTEN. EDIFICIOS Y OTRAS CONSTRUCCIONES,1000.0,,1000.0,,
0601A,92000,21300,"REPAR/MANTEN. MAQUINARIA, INSTALACIONES TÉCNICAS Y UTILLAJE",1000.0,,1000.0,,
0601A,92000,21600,REPAR/MANTEN. EQUIPOS PARA PROCESOS DE INFORMACIÓN,3000.0,,3000.0,94.18,
0601A,92000,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,900.0,,900.0,451.54,
0601A,92000,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,15000.0,,15000.0,1144.04,
0601A,92000,22201,COMUNICACIONES POSTALES,100.0,,100.0,,
0601A,92000,22602,PUBLICIDAD Y PROPAGANDA,7000.0,,7000.0,8977.51,
0601A,92000,22603,PUBLICACIÓN EN DIARIOS OFICIALES,3050.0,,1926.32,,
0601A,92000,22699,OTROS GASTOS DIVERSOS,,,,1332.15,
0601A,92000,22706,ESTUDIOS Y TRABAJOS TÉCNICOS,,,,2996.0,
0601A,92000,22791,SERVICIOSTECNOLÓGICOS EXTERNOS,263082.0,,26848.78,26848.78,
0601A,92000,22799,OTROS TRABAJOS REALIZADOS POR OTRAS EMPRESAS Y PROFESIONALES,119793.27,,72352.68,74289.16,
0601A,92000,23000,DIETAS DE LOS MIEMBROS DE LOS ÓRGANOS DE GOBIERNO,500.0,,500.0,1576.08,
0601A,92000,23010,DIETAS DEL PERSONAL DIRECTIVO,1600.0,,1600.0,2783.57,
0601A,92000,23020,DIETAS DEL PERSONAL NO DIRECTIVO,300.0,,300.0,548.67,
0601A,92000,23100,LOCOMOCIONES DE LOS MIEMBROS DE LOS ÓRGANOS DE GOBIERNO,,,,1035.79,
0601A,92000,23110,LOCOMOCIONES DEL PERSONAL DIRECTIVO,4000.0,,4000.0,2893.3,
0601A,92000,23120,LOCOMOCIONES DEL PERSONAL NO DIRECTIVO,600.0,,600.0,652.7,
0601A,92000,72300,"TRANSF CAP. A SOC MERC ESTAT, ENTID PÚBL EMPR Y OTROS OO.PP.",,,,,
0601A,92400,62600,EQUIPOS PARA PROCESOS DE INFORMACIÓN,,,24367.7,24367.7,
0601A,93100,62600,EQUIPOS PARA PROCESOS DE INFORMACIÓN,,,3600.0,2337.03,
0601B,92000,12000,SUELDOS PERSONAL FUNCIONARIO GRUPO A1,13553.82,,13553.82,13441.8,
0601B,92000,12001,SUELDOS PERSONAL FUNCIONARIO GRUPO A2,11719.7,,11719.7,4842.85,
0601B,92000,12006,TRIENIOS DEL PERSONAL FUNCIONARIO,7697.76,,7697.76,6223.2,
0601B,92000,12009,OTRAS RETRIBUCIONES BÁSICAS PERSONAL FUNCIONARIO,13649.36,,13649.36,9662.76,
0601B,92000,12100,COMPLEMENTO DE DESTINO PERSONAL FUNCIONARIO,15637.65,,15637.65,10380.83,
0601B,92000,12101,COMPLEMENTO ESPECÍFICO PERSONAL FUNCIONARIO,34198.69,,23198.69,23128.96,
0601B,92000,12106,COMPLEMENTO PERSONAL TRANSITORIO PERSONAL FUNCIONARIO,5966.04,,5966.04,5600.76,
0601B,92000,12300,RESIDENCIA PERSONAL FUNCIONARIO,3809.81,,3809.81,2787.12,
0601B,92000,13500,RETRIBUCIONES LABORAL INDEFINIDO EN PUESTO DE FUNCIONARIO,158579.97,,158579.97,158252.36,
0601B,92000,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,2000.0,,2000.0,,
0601B,92000,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,500.0,,500.0,,
0601B,92000,22602,PUBLICIDAD Y PROPAGANDA,5000.0,,5000.0,,
0601B,92000,22699,OTROS GASTOS DIVERSOS,300.0,,300.0,,
0601B,92000,22799,OTROS TRABAJOS REALIZADOS POR OTRAS EMPRESAS Y PROFESIONALES,135500.0,,235500.0,87253.11,
0601B,92000,23020,DIETAS DEL PERSONAL NO DIRECTIVO,,,,244.1,
0601B,92000,23120,LOCOMOCIONES DEL PERSONAL NO DIRECTIVO,500.0,,500.0,240.05,
0601C,92310,12003,SUELDOS PERSONAL FUNCIONARIO GRUPO C1,43633.8,,43633.8,34907.04,
0601C,92310,12004,SUELDOS PERSONAL FUNCIONARIO GRUPO C2,7263.0,,7263.0,7263.0,
0601C,92310,12006,TRIENIOS DEL PERSONAL FUNCIONARIO,15424.08,,15424.08,11479.92,
0601C,92310,12009,OTRAS RETRIBUCIONES BÁSICAS PERSONAL FUNCIONARIO,27996.34,,27996.34,24727.71,
0601C,92310,12100,COMPLEMENTO DE DESTINO PERSONAL FUNCIONARIO,26840.76,,26840.76,22283.7,
0601C,92310,12101,COMPLEMENTO ESPECÍFICO PERSONAL FUNCIONARIO,50085.6,,42267.36,42267.36,
0601C,92310,12106,COMPLEMENTO PERSONAL TRANSITORIO PERSONAL FUNCIONARIO,18135.48,,18135.48,17376.72,
0601C,92310,12300,RESIDENCIA PERSONAL FUNCIONARIO,8160.36,,8160.36,6759.24,
0601C,92310,13000,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,13203.51,,13203.51,8674.63,
0601C,92310,13002,OTRAS REMUNERACIONES PERSONAL LABORAL FIJO,10226.64,,10226.64,8747.78,
0601C,92310,13006,COMPLEMENTO PERSONAL TRANSITORIO PERSONAL LABORAL,3613.44,,3613.44,627.75,
0601C,92310,13100,RETRIBUCIONES PERSONAL LABORAL TEMPORAL,105309.7,,105309.7,105226.28,
0601C,92310,13500,RETRIBUCIONES LABORAL INDEFINIDO EN PUESTO DE FUNCIONARIO,116600.98,,116600.98,116790.58,
0601C,92310,20400,ARRENDAMIENTO DE MATERIAL DE TRANSPORTE,,,,,
0601C,92310,21000,REPAR/MANTEN. INFR ESTRUCTURA Y BIENES NATURALES,20000.0,,20000.0,,
0601C,92310,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,15000.0,,11000.0,10714.7,
0601C,92310,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,3000.0,,3000.0,3810.52,
0601C,92310,22606,"REUNIONES, CONFERENCIAS Y CURSOS",,,,,
0601C,92310,22699,OTROS GASTOS DIVERSOS,3500.0,,3500.0,2675.0,
0601C,92310,22700,LIMPIEZA Y ASEO,,,,3065.46,
0601C,92310,22706,ESTUDIOS Y TRABAJOS TÉCNICOS,22000.0,,2000.0,,
0601C,92310,22799,OTROS TRABAJOS REALIZADOS POR OTRAS EMPRESAS Y PROFESIONALES,53000.0,,23000.0,6163.04,
0601C,92310,23120,LOCOMOCIONES DEL PERSONAL NO DIRECTIVO,500.0,,500.0,51.1,
