#Org.,Pro.,Eco.,Descripción,Créditos Iniciales,Modificaciones de Crédito,Créditos Totales consignados,Obligaciones Reconocidas
0502C,92400,22601,ATENCIONES PROTOCOLARIAS Y REPRESENTATIVAS,1000,0,1000,2150
0502C,92400,22602,PUBLICIDAD Y PROPAGANDA,6840,0,6840,6446.46
0502C,92400,22603,PUBLICACIÓN EN DIARIOS OFICIALES,0,0,0,641.36
0502C,92400,22609,ACTIVIDADES CULTURALES Y DEPORTIVAS,90000,12000,102000,75187.82
0502C,92400,22696,GASTOS DIVERSOS. INDEMNIZACIONES POR REVISIÓN DE OFICIO,0,0,0,0
0502C,92400,22699,OTROS GASTOS DIVERSOS,50000,0,50000,16144.04
0502C,92400,22700,LIMPIEZA Y ASEO,2200,0,2200,0
0502C,92400,22701,SEGURIDAD,5000,0,5000,9092.5
0502C,92400,22706,ESTUDIOS Y TRABAJOS TÉCNICOS,0,0,0,3317
0502C,92400,22799,OTROS TRABAJOS REALIZADOS POR OTRAS EMPRESAS Y PROFESIONALES,0,0,0,192.6
0502C,92400,23120,LOCOMOCIONES DEL PERSONAL NO DIRECTIVO,300,0,300,0
0502C,92400,62500,MOBILIARIO,5000,0,5000,4209.96
0502C,92400,62600,EQUIPOS PARA PROCESOS DE INFORMACIÓN,0,0,0,175.3
0502D,23100,20200,ARRENDAMIENTO DE EDIFICIOS Y OTRAS CONSTRUCCIONES,18000,0,18000,10489.71
0502D,23100,21200,REPAR/MANTEN. EDIFICIOS Y OTRAS CONSTRUCCIONES,0,0,0,7.5
0502D,23100,21600,REPAR/MANTEN. EQUIPOS PARA PROCESOS DE INFORMACIÓN,0,0,0,170.19
0502D,23100,22110,PRODUCTOS DE LIMPIEZA Y ASEO,0,0,0,0
0502D,23100,22403,PRIMAS DE SEGUROS. OTROS RIESGOS,600,0,600,566.85
0502D,23100,22609,ACTIVIDADES CULTURALES Y DEPORTIVAS,0,0,0,9202.4
0502D,23100,22696,GASTOS DIVERSOS. INDEMNIZACIONES POR REVISIÓN DE OFICIO,0,0,0,0
0502D,23100,22699,OTROS GASTOS DIVERSOS,11700,0,11700,3280.97
0502D,23100,23120,LOCOMOCIONES DEL PERSONAL NO DIRECTIVO,750,0,750,898.95
0502D,23100,48000,ATENCIONES BENÉFICAS Y ASISTENCIALES,9900,0,9900,9900
0502D,32600,21300,"REPAR/MANTEN. MAQUINARIA, INSTALACIONES TÉCNICAS Y UTILLAJE",100,0,100,0
0502D,32600,21500,REPAR/MANTEN. MOBILIARIO Y ENSERES,100,0,100,0
0502D,32600,21600,REPAR/MANTEN. EQUIPOS PARA PROCESOS DE INFORMACIÓN,50,0,50,0
0502D,32600,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,800,0,800,0
0502D,32600,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,200,0,200,999.2
0502D,32600,22110,PRODUCTOS DE LIMPIEZA Y ASEO,700,0,700,620.72
0502D,32600,22300,GASTOS DE TRANSPORTES,3000,0,3000,0
0502D,32600,22609,ACTIVIDADES CULTURALES Y DEPORTIVAS,1700,0,1700,0
0502D,32600,22699,OTROS GASTOS DIVERSOS,12000,0,12000,16955.08
0502D,92400,12000,SUELDOS PERSONAL FUNCIONARIO GRUPO A1,1120.15,0,1120.15,0
0502D,92400,12001,SUELDOS PERSONAL FUNCIONARIO GRUPO A2,11622.84,0,11622.84,11739.12
0502D,92400,12003,SUELDOS PERSONAL FUNCIONARIO GRUPO C1,17453.52,0,17453.52,17628.24
0502D,92400,12006,TRIENIOS DEL PERSONAL FUNCIONARIO,7147.44,0,7147.44,7221
0502D,92400,12009,OTRAS RETRIBUCIONES BÁSICAS PERSONAL FUNCIONARIO,13509.62,0,13509.62,13168.16
0502D,92400,12100,COMPLEMENTO DE DESTINO PERSONAL FUNCIONARIO,16454.83,0,16454.83,15907.32
0502D,92400,12101,COMPLEMENTO ESPECÍFICO PERSONAL FUNCIONARIO,34184.44,0,34184.44,33076.56
0502D,92400,12300,RESIDENCIA PERSONAL FUNCIONARIO,4674.7,0,4674.7,4546.56
0502D,92400,13500,RETRIBUCIONES LABORAL INDEFINIDO EN PUESTO DE FUNCIONARIO,97544.52,0,97544.52,95794.44
0502D,92400,13600,COMPLEMENTO DE GARANTÍA RETRIBUTIVA,2424.48,0,2424.48,1884.24
0502D,92400,20300,"ARRENDAMIENTO MAQUINARIA, INSTALACIONES Y UTILLAJE",0,0,0,4654.33
0502D,92400,20800,ARRENDAMIENTO DE OTRO INMOVILIZADO MATERIAL,6000,0,6000,0
0502D,92400,21000,REPAR/MANTEN. INFRAESTRUCTURA Y BIENES NATURALES,6000,0,6000,6480.94
0502D,92400,21200,REPAR/MANTEN. EDIFICIOS Y OTRAS CONSTRUCCIONES,200,0,200,0
0502D,92400,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,400,0,400,0
0502D,92400,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,2000,0,2000,251.06
0502D,92400,22104,VESTUARIO,500,0,500,0
0502D,92400,22199,OTROS SUMINISTROS,10000,0,10000,0
0502D,92400,22300,GASTOS DE TRANSPORTES,11000,0,11000,5432.02
0502D,92400,22602,PUBLICIDAD Y PROPAGANDA,2000,0,2000,5638.9
0502D,92400,22603,PUBLICACIÓN EN DIARIOS OFICIALES,0,0,0,0
0502D,92400,22609,ACTIVIDADES CULTURALES Y DEPORTIVAS,90200,72000,162200,180540.65
0502D,92400,22696,GASTOS DIVERSOS. INDEMNIZACIONES POR REVISIÓN DE OFICIO,0,8096.78,8096.78,0
0502D,92400,22699,OTROS GASTOS DIVERSOS,39500,0,39500,5810
0502D,92400,22700,LIMPIEZA Y ASEO,2000,0,2000,0
0502D,92400,22701,SEGURIDAD,8000,0,8000,14422.47
0502D,92400,22706,ESTUDIOS Y TRABAJOS TÉCNICOS,1000,0,1000,963
0502D,92400,60900,OTRAS INVERSIONES NUEVAS EN INFRAEST. Y BIENES DE USO GNRAL.,15000,0,15000,14280.68
0502D,92400,62300,"MAQUINARIA, INSTALACIONES TÉCNICAS Y UTILLAJE",20000,0,20000,11294.09
0502D,92400,62500,MOBILIARIO,5000,0,5000,7359.29
0502E,23100,20200,ARRENDAMIENTO DE EDIFICIOS Y OTRAS CONSTRUCCIONES,360,0,360,0
0502E,23100,20500,ARRENDAMIENTO DE MOBILIARIO Y ENSERES,4146,0,4146,2084.4
0502E,23100,20600,ARRENDAMIENTO DE EQUIPOS PARA PROCESOS DE INFORMACIÓN,0,0,0,0
0502E,23100,21500,REPAR/MANTEN. MOBILIARIO Y ENSERES,1000,0,1000,0
0502E,23100,21600,REPAR/MANTEN. EQUIPOS PARA PROCESOS DE INFORMACIÓN,0,0,0,96.3
0502E,23100,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,1000,0,1000,79.72
0502E,23100,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,1000,0,1000,1000
0502E,23100,22403,PRIMAS DE SEGUROS. OTROS RIESGOS,2000,0,2000,1700.4
0502E,23100,22609,ACTIVIDADES CULTURALES Y DEPORTIVAS,12000,0,12000,11756.27
0502E,23100,22701,SEGURIDAD,812,0,812,811.98
0502E,23100,23120,LOCOMOCIONES DEL PERSONAL NO DIRECTIVO,595,0,595,960.76
0502E,23100,48000,ATENCIONES BENÉFICAS Y ASISTENCIALES,22000,0,22000,21850
0502E,32600,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,200,0,200,571.65
0502E,32600,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,200,0,200,506.65
0502E,32600,22300,GASTOS DE TRANSPORTES,500,0,500,0
0502E,32600,22609,ACTIVIDADES CULTURALES Y DEPORTIVAS,14433.86,0,14433.86,10603.19
0502E,32600,22699,OTROS GASTOS DIVERSOS,2000,0,2000,5649.6
0502E,32600,22799,OTROS TRABAJOS REALIZADOS POR OTRAS EMPRESAS Y PROFESIONALES,216.14,0,216.14,216.14
0502E,92400,12001,SUELDOS PERSONAL FUNCIONARIO GRUPO A2,11622.84,0,11622.84,11739.12
0502E,92400,12003,SUELDOS PERSONAL FUNCIONARIO GRUPO C1,18907.98,0,18907.98,17628.24
0502E,92400,12004,SUELDOS PERSONAL FUNCIONARIO GRUPO C2,5447.25,0,5447.25,0
0502E,92400,12005,SUELDOS PERSONAL FUNCIONARIO GRUPO E,6647.52,0,6647.52,6680.76
0502E,92400,12006,TRIENIOS DEL PERSONAL FUNCIONARIO,11577.12,0,11577.12,11629.96
0502E,92400,12009,OTRAS RETRIBUCIONES BÁSICAS PERSONAL FUNCIONARIO,20174.01,0,20174.01,17774.35
0502E,92400,12100,COMPLEMENTO DE DESTINO PERSONAL FUNCIONARIO,25646.97,0,25646.97,21927.84
0502E,92400,12101,COMPLEMENTO ESPECÍFICO PERSONAL FUNCIONARIO,48090.32,0,48090.32,43173.06
0502E,92400,12106,COMPLEMENTO PERSONAL TRANSITORIO PERSONAL FUNCIONARIO,4074.36,0,4074.36,3900.12
0502E,92400,12300,RESIDENCIA PERSONAL FUNCIONARIO,6621.03,0,6621.03,5571.66
0502E,92400,13000,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,15642.6,0,15642.6,15800.01
0502E,92400,13002,OTRAS REMUNERACIONES PERSONAL LABORAL FIJO,13460.52,0,13460.52,13597.68
0502E,92400,13500,RETRIBUCIONES LABORAL INDEFINIDO EN PUESTO DE FUNCIONARIO,85586.4,0,85586.4,86453.6
0502E,92400,13600,COMPLEMENTO DE GARANTÍA RETRIBUTIVA,3450.12,0,3450.12,3060.49
0502E,92400,20300,"ARRENDAMIENTO MAQUINARIA, INSTALACIONES Y UTILLAJE",20000,0,20000,29314.8
0502E,92400,20500,ARRENDAMIENTO DE MOBILIARIO Y ENSERES,2555.32,0,2555.32,2057.99
0502E,92400,21000,REPAR/MANTEN. INFR ESTRUCTURA Y BIENES NATURALES,10000,0,10000,14169.5
0502E,92400,21200,REPAR/MANTEN. EDIFICIOS Y OTRAS CONSTRUCCIONES,8000,0,8000,5983.5
0502E,92400,21300,"REPAR/MANTEN. MAQUINARIA, INSTALACIONES TÉCNICAS Y UTILLAJE",50,0,50,0
0502E,92400,21500,REPAR/MANTEN. MOBILIARIO Y ENSERES,50,0,50,0
0502E,92400,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,150,0,150,0
0502E,92400,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,100,0,100,0
0502E,92400,22104,VESTUARIO,500,0,500,46.44
0502E,92400,22109,ÚTILES Y HERRAMIENTAS,500,0,500,173.44
0502E,92400,22199,OTROS SUMINISTROS,0,0,0,2469.7
0502E,92400,22300,GASTOS DE TRANSPORTES,10000,0,10000,8650.14
0502E,92400,22403,PRIMAS DE SEGUROS. OTROS RIESGOS,500,0,500,0
0502E,92400,22602,PUBLICIDAD Y PROPAGANDA,4000,0,4000,13152.23
0502E,92400,22603,PUBLICACIÓN EN DIARIOS OFICIALES,0,0,0,2531.63
0502E,92400,22609,ACTIVIDADES CULTURALES Y DEPORTIVAS,94181.68,51000,145181.68,141384.68
0502E,92400,22696,GASTOS DIVERSOS. INDEMNIZACIONES POR REVISIÓN DE OFICIO,0,713.03,713.03,713.03
0502E,92400,22698,OTROS GASTOS DIVERSOS. SOCIEDAD GNRAL. DE AUTORES,500,0,500,0
0502E,92400,22699,OTROS GASTOS DIVERSOS,80000,0,80000,6072.17
0502E,92400,22701,SEGURIDAD,11000,0,11000,14557.1
0502E,92400,22799,OTROS TRABAJOS REALIZADOS POR OTRAS EMPRESAS Y PROFESIONALES,0,0,0,0
0502E,92400,23120,LOCOMOCIONES DEL PERSONAL NO DIRECTIVO,150,0,150,87.31
0502E,92400,48100,"PREMIOS, BECAS, PENSIONES PARA ESTUDIO E INVESTIGACIÓN",2500,0,2500,0
0502E,92400,62200,EDIFICIOS Y OTRAS CONSTRUCCIONES,0,0,0,738.98
0502E,92400,62300,"MAQUINARIA, INSTALACIONES TÉCNICAS Y UTILLAJE",6000,0,6000,5529.93
0502E,92400,62500,MOBILIARIO,4500,0,4500,2999.59
0502F,23100,20200,ARRENDAMIENTO DE EDIFICIOS Y OTRAS CONSTRUCCIONES,4331.12,-4331.12,0,0
0502F,23100,21200,REPAR/MANTEN. EDIFICIOS Y OTRAS CONSTRUCCIONES,405,0,405,0
0502F,23100,21500,REPAR/MANTEN. MOBILIARIO Y ENSERES,405,0,405,48.15
0502F,23100,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,450,0,450,0
0502F,23100,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,1215,0,1215,274.26
0502F,23100,22110,PRODUCTOS DE LIMPIEZA Y ASEO,810,0,810,0
0502F,23100,22300,GASTOS DE TRANSPORTES,3240,0,3240,3111.08
0502F,23100,22403,PRIMAS DE SEGUROS. OTROS RIESGOS,1215,0,1215,227.9
0502F,23100,22606,"REUNIONES, CONFERENCIAS Y CURSOS",900,0,900,0
0502F,23100,22699,OTROS GASTOS DIVERSOS,13570,0,13570,13179.78
0502F,23100,23020,DIETAS DEL PERSONAL NO DIRECTIVO,810,0,810,0
0502F,23100,23120,LOCOMOCIONES DEL PERSONAL NO DIRECTIVO,2025,0,2025,470.82
0502F,23100,48000,ATENCIONES BENÉFICAS Y ASISTENCIALES,13500,0,13500,13500
0502F,23100,62500,MOBILIARIO,3000,4331.12,7331.12,0
0502F,32600,20200,ARRENDAMIENTO DE EDIFICIOS Y OTRAS CONSTRUCCIONES,900,0,900,0
0502F,32600,21200,REPAR/MANTEN. EDIFICIOS Y OTRAS CONSTRUCCIONES,630,0,630,0
0502F,32600,21500,REPAR/MANTEN. MOBILIARIO Y ENSERES,202.5,0,202.5,650
0502F,32600,21600,REPAR/MANTEN. EQUIPOS PARA PROCESOS DE INFORMACIÓN,562.5,0,562.5,0
0502F,32600,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,360,0,360,0
0502F,32600,22001,"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES",540,0,540,0
0502F,32600,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,202.5,0,202.5,0
0502F,32600,22109,ÚTILES Y HERRAMIENTAS,810,0,810,0
0502F,32600,22110,PRODUCTOS DE LIMPIEZA Y ASEO,360,0,360,359.52
0502F,32600,22300,GASTOS DE TRANSPORTES,2250,0,2250,2981.85
0502F,32600,22606,"REUNIONES, CONFERENCIAS Y CURSOS",864.41,0,864.41,0
0502F,32600,22609,ACTIVIDADES CULTURALES Y DEPORTIVAS,1994.4,0,1994.4,0
0502F,32600,22699,OTROS GASTOS DIVERSOS,8100,10000,18100,19817.23
0502F,32600,22799,OTROS TRABAJOS REALIZADOS POR OTRAS EMPRESAS Y PROFESIONALES,810,0,810,0
0502F,32600,23020,DIETAS DEL PERSONAL NO DIRECTIVO,360,0,360,0
0502F,32600,23120,LOCOMOCIONES DEL PERSONAL NO DIRECTIVO,270,0,270,0
0502F,33300,21200,REPAR/MANTEN. EDIFICIOS Y OTRAS CONSTRUCCIONES,0,0,0,436.3
0502F,33300,21500,REPAR/MANTEN. MOBILIARIO Y ENSERES,720,0,720,0
0502F,33300,22110,PRODUCTOS DE LIMPIEZA Y ASEO,360,0,360,0
0502F,33300,22400,PRIMAS DE SEGUROS,900,0,900,0
0502F,33300,22606,"REUNIONES, CONFERENCIAS Y CURSOS",450,0,450,539.28
0502F,33300,22609,ACTIVIDADES CULTURALES Y DEPORTIVAS,1800,0,1800,4300
0502F,33300,22699,OTROS GASTOS DIVERSOS,7800,-1500,6300,0
0502F,33300,22700,LIMPIEZA Y ASEO,450,0,450,0
0502F,33300,22701,SEGURIDAD,0,0,0,0
0502F,33300,22799,OTROS TRABAJOS REALIZADOS POR OTRAS EMPRESAS Y PROFESIONALES,900,0,900,0
0502F,33300,48100,"PREMIOS, BECAS, PENSIONES PARA ESTUDIO E INVESTIGACIÓN",4250,0,4250,0
0502F,33300,62500,MOBILIARIO,4000,0,4000,0
0502F,92400,12001,SUELDOS PERSONAL FUNCIONARIO GRUPO A2,17434.26,0,17434.26,4291.72
0502F,92400,12003,SUELDOS PERSONAL FUNCIONARIO GRUPO C1,8726.76,0,8726.76,8814.12
0502F,92400,12004,SUELDOS PERSONAL FUNCIONARIO GRUPO C2,5447.25,0,5447.25,0
0502F,92400,12006,TRIENIOS DEL PERSONAL FUNCIONARIO,4582.32,0,4582.32,2862.07
0502F,92400,12009,OTRAS RETRIBUCIONES BÁSICAS PERSONAL FUNCIONARIO,14990.55,0,14990.55,7282.73
0502F,92400,12100,COMPLEMENTO DE DESTINO PERSONAL FUNCIONARIO,20078.79,0,20078.79,9052.99
0502F,92400,12101,COMPLEMENTO ESPECÍFICO PERSONAL FUNCIONARIO,40312.8,0,40312.8,19489.74
0502F,92400,12300,RESIDENCIA PERSONAL FUNCIONARIO,4815.99,0,4815.99,2042.6
0502F,92400,13000,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,30469.56,0,30469.56,30667.05
0502F,92400,13002,OTRAS REMUNERACIONES PERSONAL LABORAL FIJO,27946.92,0,27946.92,28231.8
0502F,92400,13006,COMPLEMENTO PERSONAL TRANSITORIO PERSONAL LABORAL,3026.64,0,3026.64,2935.68
0502F,92400,13100,RETRIBUCIONES PERSONAL LABORAL TEMPORAL,20486.16,0,20486.16,15794.75
0502F,92400,13500,RETRIBUCIONES LABORAL INDEFINIDO EN PUESTO DE FUNCIONARIO,65820.12,0,65820.12,57984.5
0502F,92400,13600,COMPLEMENTO DE GARANTÍA RETRIBUTIVA,3351.72,0,3351.72,1956.35
0502F,92400,20300,"ARRENDAMIENTO MAQUINARIA, INSTALACIONES Y UTILLAJE",540,0,540,0
0502F,92400,20500,ARRENDAMIENTO DE MOBILIARIO Y ENSERES,0,0,0,4815
0502F,92400,21000,REPAR/MANTEN. INFR ESTRUCTURA Y BIENES NATURALES,9000,0,9000,0
0502F,92400,21200,REPAR/MANTEN. EDIFICIOS Y OTRAS CONSTRUCCIONES,9000,0,9000,0
0502F,92400,21500,REPAR/MANTEN. MOBILIARIO Y ENSERES,225,0,225,51.36
0502F,92400,21600,REPAR/MANTEN. EQUIPOS PARA PROCESOS DE INFORMACIÓN,360,0,360,0
0502F,92400,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,315,0,315,492.6
0502F,92400,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,1620,0,1620,841.62
0502F,92400,22104,VESTUARIO,3600,0,3600,0
0502F,92400,22199,OTROS SUMINISTROS,7650,0,7650,0
0502F,92400,22201,COMUNICACIONES POSTALES,45,0,45,0
0502F,92400,22300,GASTOS DE TRANSPORTES,17000,0,17000,11350.67
0502F,92400,22400,PRIMAS DE SEGUROS,180,0,180,0
0502F,92400,22602,PUBLICIDAD Y PROPAGANDA,3060,0,3060,3498.9
0502F,92400,22603,PUBLICACIÓN EN DIARIOS OFICIALES,0,0,0,598.02
0502F,92400,22606,"REUNIONES, CONFERENCIAS Y CURSOS",450,0,450,801.05
0502F,92400,22609,ACTIVIDADES CULTURALES Y DEPORTIVAS,54528.47,39113,93641.47,105023.59
0502F,92400,22698,OTROS GASTOS DIVERSOS. SOCIEDAD GNRAL. DE AUTORES,450,0,450,0
0502F,92400,22699,OTROS GASTOS DIVERSOS,43216.64,3500,46716.64,4281.58
0502F,92400,22700,LIMPIEZA Y ASEO,432.77,0,432.77,0
0502F,92400,22701,SEGURIDAD,1080,0,1080,11088.97
0502F,92400,22799,OTROS TRABAJOS REALIZADOS POR OTRAS EMPRESAS Y PROFESIONALES,1035,0,1035,0
0502F,92400,23020,DIETAS DEL PERSONAL NO DIRECTIVO,450,0,450,0
0502F,92400,23120,LOCOMOCIONES DEL PERSONAL NO DIRECTIVO,630,0,630,0
0502F,92400,48100,"PREMIOS, BECAS, PENSIONES PARA ESTUDIO E INVESTIGACIÓN",4250,0,4250,0
0502F,92400,60900,OTRAS INVERSIONES NUEVAS EN INFRAEST. Y BIENES DE USO GNRAL.,8000,0,8000,0
0502F,92400,62100,TERRENOS Y BIENES NATURALES,2500,0,2500,0
0502F,92400,62200,EDIFICIOS Y OTRAS CONSTRUCCIONES,16000,0,16000,0
0502F,92400,62300,"MAQUINARIA, INSTALACIONES TÉCNICAS Y UTILLAJE",3000,-3000,0,0
0502F,92400,62500,MOBILIARIO,7000,-2613,4387,4387
0502F,92400,62600,EQUIPOS PARA PROCESOS DE INFORMACIÓN,5000,-5000,0,0
0601A,13200,62600,EQUIPOS PARA PROCESOS DE INFORMACIÓN,10250,0,10250,9216.07
0601A,13300,72300,"A SOC. MERC ESTAT, ENTES PÚBL., EMPR. Y OTROS ORG. PÚBLICOS",204118.92,0,204118.92,204118.92
0601A,13600,62600,EQUIPOS PARA PROCESOS DE INFORMACIÓN,100000,0,100000,0
0601A,15101,62600,EQUIPOS PARA PROCESOS DE INFORMACIÓN,3000,0,3000,0
0601A,16000,72300,"A SOC. MERC ESTAT, ENTES PÚBL., EMPR. Y OTROS ORG. PÚBLICOS",95917.4,0,95917.4,95917.4
0601A,16210,72300,"A SOC. MERC ESTAT, ENTES PÚBL., EMPR. Y OTROS ORG. PÚBLICOS",170380.35,0,170380.35,170380.35
0601A,17000,62600,EQUIPOS PARA PROCESOS DE INFORMACIÓN,3600,0,3600,3533.84
0601A,17100,72300,"A SOC. MERC ESTAT, ENTES PÚBL., EMPR. Y OTROS ORG. PÚBLICOS",103565.59,0,103565.59,103565.59
0601A,23100,62600,EQUIPOS PARA PROCESOS DE INFORMACIÓN,66992.78,0,66992.78,66992.78
0601A,33400,62600,EQUIPOS PARA PROCESOS DE INFORMACIÓN,0,8735.05,8735.05,8667
0601A,44110,72300,"A SOC. MERC ESTAT, ENTES PÚBL., EMPR. Y OTROS ORG. PÚBLICOS",112509.4,0,112509.4,112509.4
0601A,49100,10100,RETRIBUCIONES BÁSICAS PERSONAL DIRECTIVO,60086.28,0,60086.28,60112.21
0601A,49100,12000,SUELDOS PERSONAL FUNCIONARIO GRUPO A1,15682.1,0,15682.1,31979.78
0601A,49100,12001,SUELDOS PERSONAL FUNCIONARIO GRUPO A2,24214.25,0,24214.25,23478.24
0601A,49100,12003,SUELDOS PERSONAL FUNCIONARIO GRUPO C1,18907.98,0,18907.98,15424.68
0601A,49100,12004,SUELDOS PERSONAL FUNCIONARIO GRUPO C2,36315,0,36315,36678.6
0601A,49100,12006,TRIENIOS DEL PERSONAL FUNCIONARIO,26305.92,0,26305.92,25211.92
0601A,49100,12009,OTRAS RETRIBUCIONES BÁSICAS PERSONAL FUNCIONARIO,42075.61,0,42075.61,47468.85
0601A,49100,12100,COMPLEMENTO DE DESTINO PERSONAL FUNCIONARIO,51253.52,0,51253.52,59309.11
0601A,49100,12101,COMPLEMENTO ESPECÍFICO PERSONAL FUNCIONARIO,98440.6,20235,118675.6,118293.44
0601A,49100,12106,COMPLEMENTO PERSONAL TRANSITORIO PERSONAL FUNCIONARIO,53127.96,0,53127.96,57467.19
0601A,49100,12300,RESIDENCIA PERSONAL FUNCIONARIO,14775.2,0,14775.2,16687.7
0601A,49100,13000,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,16981.97,0,16981.97,15542.81
0601A,49100,13002,OTRAS REMUNERACIONES PERSONAL LABORAL FIJO,15587.67,0,15587.67,14091.36
0601A,49100,13006,COMPLEMENTO PERSONAL TRANSITORIO PERSONAL LABORAL,8276.28,0,8276.28,8144.52
0601A,49100,13500,RETRIBUCIONES LABORAL INDEFINIDO EN PUESTO DE FUNCIONARIO,316109.4,30025,346134.4,316050.4
0601A,49100,13600,COMPLEMENTO DE GARANTÍA RETRIBUTIVA,642.12,0,642.12,483.49
0601A,49100,22001,"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES",3000,0,3000,0
0601A,49100,22200,SERVICIOS DE TELECOMUNICACIONES,770361.48,0,770361.48,680865.3
0601A,49100,22603,PUBLICACIÓN EN DIARIOS OFICIALES,0,0,0,598.02
0601A,49100,22606,"REUNIONES, CONFERENCIAS Y CURSOS",6000,0,6000,0
0601A,49100,22696,GASTOS DIVERSOS. INDEMNIZACIONES POR REVISIÓN DE OFICIO,0,0,0,2202.21
0601A,49100,22699,OTROS GASTOS DIVERSOS,9400,0,9400,2942.01
0601A,49100,22791,SERVICIOSTECNOLÓGICOS EXTERNOS,246132.71,0,246132.71,250839.6
0601A,49100,22799,OTROS TRABAJOS REALIZADOS POR OTRAS EMPRESAS Y PROFESIONALES,1367517.24,-58199.99,1309317.25,833870.5
0601A,49100,42390,"OTRAS SUBV A SOC MERCANT EST,ENTID PÚBLIC EMPR Y O ORG.PÚBL",41139.71,0,41139.71,41139.71
0601A,49100,62600,EQUIPOS PARA PROCESOS DE INFORMACIÓN,154660,95149.99,249809.99,236361.25
0601A,49100,64100,GASTOS EN APLICACIONES INFORMÁTICAS,63000,0,63000,45288.54
0601A,49100,72300,"A SOC. MERC ESTAT, ENTES PÚBL., EMPR. Y OTROS ORG. PÚBLICOS",413640.58,0,413640.58,413640.58
0601A,92000,20400,ARRENDAMIENTO DE MATERIAL DE TRANSPORTE,5737.68,0,5737.68,5737.68
0601A,92000,20600,ARRENDAMIENTO DE EQUIPOS PARA PROCESOS DE INFORMACIÓN,50000,-44650,5350,0
0601A,92000,21200,REPAR/MANTEN. EDIFICIOS Y OTRAS CONSTRUCCIONES,1000,0,1000,0
0601A,92000,21300,"REPAR/MANTEN. MAQUINARIA, INSTALACIONES TÉCNICAS Y UTILLAJE",1000,0,1000,9610.85
0601A,92000,21600,REPAR/MANTEN. EQUIPOS PARA PROCESOS DE INFORMACIÓN,3000,0,3000,0
0601A,92000,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,900,0,900,0
0601A,92000,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,15000,0,15000,17267.4
0601A,92000,22201,COMUNICACIONES POSTALES,100,0,100,0
0601A,92000,22602,PUBLICIDAD Y PROPAGANDA,30000,-30000,0,3336.8
0601A,92000,22603,PUBLICACIÓN EN DIARIOS OFICIALES,3050,0,3050,0
0601A,92000,22799,OTROS TRABAJOS REALIZADOS POR OTRAS EMPRESAS Y PROFESIONALES,148535.7,-122300,26235.7,21561.38
0601A,92000,23000,DIETAS DE LOS MIEMBROS DE LOS ÓRGANOS DE GOBIERNO,5000,0,5000,382.3
0601A,92000,23010,DIETAS DEL PERSONAL DIRECTIVO,5000,0,5000,2566.81
0601A,92000,23020,DIETAS DEL PERSONAL NO DIRECTIVO,5000,-4000,1000,74.8
0601A,92000,23100,LOCOMOCIONES DE LOS MIEMBROS DE LOS ÓRGANOS DE GOBIERNO,15000,-10000,5000,281.05
0601A,92000,23110,LOCOMOCIONES DEL PERSONAL DIRECTIVO,15000,-10000,5000,2271.11
0601A,92000,23120,LOCOMOCIONES DEL PERSONAL NO DIRECTIVO,15000,-13000,2000,220.25
0601A,92000,72300,"A SOC. MERC ESTAT, ENTES PÚBL., EMPR. Y OTROS ORG. PÚBLICOS",54882.18,0,54882.18,54882.18
0601B,92000,12000,SUELDOS PERSONAL FUNCIONARIO GRUPO A1,14561.95,0,14561.95,13576.32
0601B,92000,12001,SUELDOS PERSONAL FUNCIONARIO GRUPO A2,11622.84,0,11622.84,1176.13
0601B,92000,12006,TRIENIOS DEL PERSONAL FUNCIONARIO,8636.64,0,8636.64,5913.47
0601B,92000,12009,OTRAS RETRIBUCIONES BÁSICAS PERSONAL FUNCIONARIO,12413.67,0,12413.67,6686.34
0601B,92000,12100,COMPLEMENTO DE DESTINO PERSONAL FUNCIONARIO,16116.03,0,16116.03,7674.98
